,exec_date,ns,dns_plain,edns_plain,edns_unknw,edns_unknwopt,edns_unknwflag,edns_dnssec,edns_trunc,edns_unknwveropt,edns_tcp
0,2019-10-29,U,0,0,0,0,0,0,0,0,0
1,2019-10-29,h.dns.JP.,1,1,1,1,1,1,1,1,1
2,2019-10-29,c.dns.JP.,1,1,1,1,1,1,1,1,1
3,2019-10-29,e.dns.JP.,1,1,1,1,1,1,1,1,1
4,2019-10-29,f.dns.JP.,1,1,1,1,1,1,1,1,1
5,2019-10-29,b.dns.JP.,1,1,1,1,1,1,1,1,1
6,2019-10-29,d.dns.JP.,1,1,1,1,1,1,1,1,1
7,2019-10-29,g.dns.JP.,1,1,1,1,1,1,1,1,1
8,2019-10-29,a.dns.JP.,1,1,1,1,1,1,1,1,1
